name,id,state,money_spent,lat,lng,money_spent_2010,average_temperature_2010,money_spent_2011,average_temperature_2011,money_spent_2012,average_temperature_2012,money_spent_2013,average_temperature_2013,money_spent_2014,average_temperature_2014,money_spent_2015,average_temperature_2015,money_spent_2016,average_temperature_2016,money_spent_2017,average_temperature_2017,money_spent_2018,average_temperature_2018,money_spent_2019,average_temperature_2019,money_spent_2020,average_temperature_2020,money_spent_2021,average_temperature_2021,money_spent_2022,average_temperature_2022,total_money_spent,state_encoded,cluster,cluster_avg,cluster_std,spender_class,predicted_roi
User_1473,00011,RI,"{'2010': 504.20355069346704, '2011': 457.23288765046937, '2012': 439.67206389866425, '2013': 570.1469489694094, '2014': 501.5104902194578, '2015': 475.54691179176393, '2016': 480.1987038322321, '2017': 490.67640502121895, '2018': 581.0114647493996, '2019': 509.3677550324693, '2020': 527.9012572329877, '2021': 543.548602670281, '2022': 714.4573252662584}",41.44216938056617,-71.89830181957628,504.20355069346704,36.8,457.23288765046937,43.4,439.67206389866425,39.3,570.1469489694094,37.2,501.5104902194578,39.4,475.54691179176393,46.2,480.1987038322321,39.7,490.67640502121895,36.6,581.0114647493996,38.2,509.3677550324693,37.1,527.9012572329877,41.6,543.548602670281,40.8,714.4573252662584,74.8,6795.474367028079,36,7,6747.746181705869,17.833813325755045,normal,1.0070235251793147
User_8287,00012,RI,"{'2010': 495.07219177724556, '2011': 445.0811974719534, '2012': 429.1846598917648, '2013': 569.654156008553, '2014': 493.8673380712257, '2015': 469.7667090884487, '2016': 482.86826732129254, '2017': 484.59330438228517, '2018': 582.7575367531146, '2019': 502.09023574714695, '2020': 514.9698673761483, '2021': 541.3375377414952, '2022': 711.8233816464833}",41.19295340413521,-71.09273693344646,495.07219177724556,36.8,445.0811974719534,43.4,429.1846598917648,39.3,569.654156008553,37.2,493.8673380712257,39.4,469.7667090884487,46.2,482.86826732129254,39.7,484.59330438228517,36.6,582.7575367531146,38.2,502.09023574714695,37.1,514.9698673761483,41.6,541.3375377414952,40.8,711.8233816464833,74.8,6723.066383277157,36,7,6747.746181705869,17.833813325755045,normal,0.996329086011987
User_8530,00013,MN,"{'2010': 1298.3986770074464, '2011': 1071.5205778410095, '2012': 1009.186931378856, '2013': 1108.3495785930913, '2014': 1279.67547684296, '2015': 1170.8706448438434, '2016': 1407.1347815455772, '2017': 1311.543540320936, '2018': 1426.3103757101312, '2019': 1374.3101525874315, '2020': 1316.1807433641432, '2021': 1556.6663869141553, '2022': 1860.501085037653}",47.13499266607767,-96.66375356761752,1298.3986770074464,21.1,1071.5205778410095,27.8,1009.186931378856,23.8,1108.3495785930913,16.3,1279.67547684296,20.9,1170.8706448438434,30.6,1407.1347815455772,27.8,1311.543540320936,20.4,1426.3103757101312,21.5,1374.3101525874315,21.3,1316.1807433641432,27.4,1556.6663869141553,25.2,1860.501085037653,68.6,17190.648951987234,20,4,17180.761307106583,71.78620589846412,normal,1.0005751757777306
User_4450,00014,ID,"{'2010': 99.84612776767293, '2011': 79.85774694672384, '2012': 98.69846500762743, '2013': 113.76793769020635, '2014': 109.94467028438218, '2015': 95.0119944713077, '2016': 110.09935846117924, '2017': 90.77846028396311, '2018': 104.52422097245902, '2019': 112.85684339751616, '2020': 117.4757918998814, '2021': 113.32613549143456, '2022': 298.43152643072136}",47.529861346799606,-116.90018511083653,99.84612776767293,28.6,79.85774694672384,27.6,98.69846500762743,30.9,113.76793769020635,27.4,109.94467028438218,30.1,95.0119944713077,27.1,110.09935846117924,28.9,90.77846028396311,30.0,104.52422097245902,28.2,112.85684339751616,30.4,117.4757918998814,29.4,113.32613549143456,31.6,298.43152643072136,69.4,1544.6192791050753,10,6,1548.4189957398264,43.6574922834224,normal,0.9975400302934503
User_4917,00015,GA,"{'2010': 990.9691489315361, '2011': 952.2256084294223, '2012': 795.9880264648941, '2013': 787.8208358825314, '2014': 749.6297398877316, '2015': 652.894088001005, '2016': 687.8013454322588, '2017': 665.7867999571633, '2018': 624.6893785109193, '2019': 511.0462331639605, '2020': 615.8444047590922, '2021': 700.9451884506931, '2022': 1382.5561805099014}",34.03298569895324,-81.09931073275574,990.9691489315361,47.4,952.2256084294223,53.8,795.9880264648941,52.4,787.8208358825314,52.2,749.6297398877316,50.6,652.894088001005,59.4,687.8013454322588,55.0,665.7867999571633,52.8,624.6893785109193,51.7,511.0462331639605,52.6,615.8444047590922,53.4,700.9451884506931,54.6,1382.5561805099014,80.2,10118.196978381107,8,8,10101.282888959213,60.53111998969096,normal,1.0016716505379402
User_9574,00016,SD,"{'2010': 404.00544090670377, '2011': 415.59802070117104, '2012': 475.93327558869646, '2013': 464.9731844545842, '2014': 408.28487853050547, '2015': 425.0373677249916, '2016': 434.36447439350513, '2017': 483.3619605729805, '2018': 459.67128733494457, '2019': 462.2719274345875, '2020': 460.2530802456973, '2021': 492.4501337399538, '2022': 586.3535906790104}",45.10164978072544,-100.33988512845399,404.00544090670377,24.9,415.59802070117104,30.6,475.93327558869646,28.2,464.9731844545842,22.8,408.28487853050547,24.9,425.0373677249916,30.4,434.36447439350513,28.7,483.3619605729805,28.2,459.67128733494457,27.3,462.2719274345875,27.2,460.2530802456973,33.4,492.4501337399538,31.4,586.3535906790104,73.9,5972.558622307332,38,9,5949.344030380365,25.20666771190079,normal,1.0038868755243793
User_7386,00017,FL,"{'2010': 707.9625441382153, '2011': 631.2701553715956, '2012': 614.1224172763361, '2013': 546.2816586908673, '2014': 525.8364636398603, '2015': 553.6625649321192, '2016': 473.87534259565047, '2017': 503.28238927286475, '2018': 483.8911324945066, '2019': 406.32728760874437, '2020': 470.57359975702997, '2021': 508.59505993479706, '2022': 656.4735389944444}",28.7287335484626,-86.12504337450758,707.9625441382153,57.5,631.2701553715956,64.6,614.1224172763361,62.0,546.2816586908673,65.9,525.8364636398603,61.5,553.6625649321192,70.9,473.87534259565047,66.2,503.28238927286475,64.6,483.8911324945066,64.2,406.32728760874437,64.4,470.57359975702997,64.2,508.59505993479706,64.9,656.4735389944444,82.9,7082.154154707031,7,10,7092.370390175186,31.671442738238298,normal,0.9985574677922867
User_9988,00018,NV,"{'2010': 1746.1785975826992, '2011': 1703.4487021429352, '2012': 1548.3834661501953, '2013': 1879.9410305371182, '2014': 1928.8099011974216, '2015': 1661.175036681285, '2016': 1426.9129899596833, '2017': 1584.5773323200942, '2018': 1469.002286436795, '2019': 1646.3049876788955, '2020': 1319.7997047144, '2021': 1699.5295277124521, '2022': 3608.196523643905}",38.48257603086493,-116.35767529756477,1746.1785975826992,36.5,1703.4487021429352,34.2,1548.3834661501953,37.4,1879.9410305371182,35.0,1928.8099011974216,38.6,1661.175036681285,33.4,1426.9129899596833,36.8,1584.5773323200942,39.6,1469.002286436795,35.7,1646.3049876788955,37.5,1319.7997047144,36.4,1699.5295277124521,38.8,3608.196523643905,75.0,23222.26008675788,30,-1,58585.46487034453,53469.07713220362,normal,-0.5228149478763242
User_4355,00019,TN,"{'2010': 8235.339562421295, '2011': 8023.72723776022, '2012': 8289.269408294069, '2013': 8175.1703405831, '2014': 8243.426612296695, '2015': 8045.60217230007, '2016': 9343.357236078731, '2017': 9190.982171423453, '2018': 10508.953865457555, '2019': 8821.584773259212, '2020': 9235.294004517506, '2021': 10266.620591841629, '2022': 16492.266878427487}",35.724710078033176,-83.58070119261951,8235.339562421295,41.2,8023.72723776022,46.9,8289.269408294069,45.7,8175.1703405831,42.6,8243.426612296695,42.6,8045.60217230007,52.4,9343.357236078731,46.8,9190.982171423453,44.7,10508.953865457555,43.6,8821.584773259212,44.7,9235.294004517506,45.7,10266.620591841629,48.0,16492.266878427487,78.2,122871.59485466102,39,-1,58585.46487034453,53469.07713220362,high,1.5231976524790576
User_9712,00020,MN,"{'2010': 1319.2106912459863, '2011': 1056.0649123749834, '2012': 1039.2767967029338, '2013': 1103.7456437641154, '2014': 1267.963593904572, '2015': 1187.9079156804216, '2016': 1404.2242084899465, '2017': 1282.1681911182845, '2018': 1446.8032869494152, '2019': 1365.8830986678036, '2020': 1315.0813224100368, '2021': 1573.4445218187236, '2022': 1855.4004588536072}",46.30905882011724,-91.73246324606681,1319.2106912459863,21.1,1056.0649123749834,27.8,1039.2767967029338,23.8,1103.7456437641154,16.3,1267.963593904572,20.9,1187.9079156804216,30.6,1404.2242084899465,27.8,1282.1681911182845,20.4,1446.8032869494152,21.5,1365.8830986678036,21.3,1315.0813224100368,27.4,1573.4445218187236,25.2,1855.4004588536072,68.6,17217.17464198083,20,4,17180.761307106583,71.78620589846412,normal,1.0021149425286922
User_7088,00021,AZ,"{'2010': 783.947735927343, '2011': 828.5583521760706, '2012': 801.6876036115501, '2013': 885.1014568466992, '2014': 957.5200441708919, '2015': 863.3284516967044, '2016': 816.6367355573296, '2017': 855.9310617378577, '2018': 855.6679873330629, '2019': 799.3370983301261, '2020': 872.7395696929234, '2021': 978.7125028621, '2022': 1515.082496259436}",35.8534674933669,-113.35704401792316,783.947735927343,47.5,828.5583521760706,44.6,801.6876036115501,48.1,885.1014568466992,46.4,957.5200441708919,48.0,863.3284516967044,44.6,816.6367355573296,48.9,855.9310617378577,52.1,855.6679873330629,46.1,799.3370983301261,47.2,872.7395696929234,47.8,978.7125028621,50.7,1515.082496259436,80.4,11814.251096202095,2,11,11821.00767883096,37.94268006125145,normal,0.9994280989481393
User_8745,00022,AR,"{'2010': 225.71341965275218, '2011': 240.72366649442213, '2012': 228.69004833793653, '2013': 226.45040477870717, '2014': 215.71211140577483, '2015': 199.65408954786702, '2016': 221.33822684667348, '2017': 223.56016481570938, '2018': 208.78079994517412, '2019': 233.82339269210388, '2020': 221.1647268353269, '2021': 255.71062592944605, '2022': 344.53955541607417}",36.02654611118743,-91.35339827991372,225.71341965275218,45.4,240.72366649442213,48.4,228.69004833793653,48.3,226.45040477870717,43.8,215.71211140577483,44.4,199.65408954786702,52.1,221.33822684667348,49.1,223.56016481570938,48.0,208.78079994517412,45.0,233.82339269210388,46.0,221.1647268353269,48.3,255.71062592944605,51.4,344.53955541607417,81.6,3045.861232697968,1,12,3046.645777415269,15.868044259161485,normal,0.9997424226984214
User_2148,00023,IN,"{'2010': 1258.6725137491399, '2011': 1340.0372645986963, '2012': 1307.0405935341275, '2013': 1419.9911337072147, '2014': 1517.122874338958, '2015': 1409.6024615439705, '2016': 1485.8542290989585, '2017': 1405.660730494159, '2018': 1706.7616740708386, '2019': 1213.644484042378, '2020': 1251.405882811523, '2021': 1380.6716139419284, '2022': 1877.6213225437386}",37.95295089157249,-87.71229624653034,1258.6725137491399,33.6,1340.0372645986963,41.8,1307.0405935341275,39.1,1419.9911337072147,34.3,1517.122874338958,35.1,1409.6024615439705,44.6,1485.8542290989585,38.4,1405.660730494159,36.0,1706.7616740708386,36.1,1213.644484042378,36.4,1251.405882811523,40.2,1380.6716139419284,40.2,1877.6213225437386,74.2,18574.08677847563,12,13,18613.121745718367,62.06371171348981,normal,0.9978984179567864
User_5068,00024,WA,"{'2010': 376.20621614781436, '2011': 316.4193819302172, '2012': 322.5066761476497, '2013': 363.6447740000294, '2014': 309.33771332241565, '2015': 303.3745725375126, '2016': 319.9238598272775, '2017': 329.42660080824754, '2018': 361.12311755437406, '2019': 357.8922359152811, '2020': 344.17480436025306, '2021': 379.2456778744308, '2022': 469.6549904198668}",46.69813204578834,-123.95192055774523,376.20621614781436,33.4,316.4193819302172,33.2,322.5066761476497,35.8,363.6447740000294,32.4,309.33771332241565,35.2,303.3745725375126,34.0,319.9238598272775,34.6,329.42660080824754,33.8,361.12311755437406,35.8,357.8922359152811,35.6,344.17480436025306,35.6,379.2456778744308,34.7,469.6549904198668,68.9,4552.93062084537,44,14,4534.099092093784,18.970699526647632,normal,1.0041361334752976
User_7588,00025,RI,"{'2010': 505.6674324162282, '2011': 449.2980058314513, '2012': 436.37618737618834, '2013': 566.3825328035722, '2014': 494.7602305862729, '2015': 474.2343229996618, '2016': 484.2155171705714, '2017': 497.27856116874193, '2018': 574.6333731376111, '2019': 502.1948124147776, '2020': 514.841852976637, '2021': 539.9113239372388, '2022': 703.3471207137676}",41.728956422427046,-71.33143494577689,505.6674324162282,36.8,449.2980058314513,43.4,436.37618737618834,39.3,566.3825328035722,37.2,494.7602305862729,39.4,474.2343229996618,46.2,484.2155171705714,39.7,497.27856116874193,36.6,574.6333731376111,38.2,502.1948124147776,37.1,514.841852976637,41.6,539.9113239372388,40.8,703.3471207137676,74.8,6743.141273532719,36,7,6747.746181705869,17.833813325755045,normal,0.9993170974792973
User_7282,00026,WI,"{'2010': 3132.5787675325355, '2011': 2777.3424332311524, '2012': 2803.240657021286, '2013': 2776.132475164678, '2014': 2588.2137159876634, '2015': 2532.8070521939844, '2016': 2532.0716207064306, '2017': 2582.5187275282037, '2018': 2295.2305101223083, '2019': 2340.574781160904, '2020': 2200.7903281173412, '2021': 2385.8542634403834, '2022': 3586.4820130254966}",45.95422185020304,-86.25870354333009,3132.5787675325355,25.9,2777.3424332311524,31.2,2803.240657021286,29.8,2776.132475164678,21.4,2588.2137159876634,24.7,2532.8070521939844,35.6,2532.0716207064306,30.8,2582.5187275282037,24.4,2295.2305101223083,26.2,2340.574781160904,25.8,2200.7903281173412,31.4,2385.8542634403834,29.3,3586.4820130254966,68.3,34533.83734523237,45,15,34366.5524572161,156.65028986397263,normal,1.0048440862897434
User_2756,00027,IL,"{'2010': 3971.3839836968777, '2011': 3946.0183639190145, '2012': 3404.9722859198782, '2013': 3172.1043619772054, '2014': 4009.8727543956993, '2015': 3547.29436314298, '2016': 3756.939259753828, '2017': 4131.567693144628, '2018': 4272.354307264415, '2019': 3698.5597023855157, '2020': 4040.497995868099, '2021': 4726.207598439351, '2022': 6263.0769431996905}",41.417902544534954,-89.65539475328053,3971.3839836968777,33.8,3946.0183639190145,40.8,3404.9722859198782,39.0,3172.1043619772054,32.5,4009.8727543956993,34.2,3547.29436314298,43.8,3756.939259753828,38.5,4131.567693144628,35.8,4272.354307264415,35.0,3698.5597023855157,35.9,4040.497995868099,40.0,4726.207598439351,40.5,6263.0769431996905,74.8,52940.84961310719,11,37,52968.95233790617,91.83274523240972,normal,0.9994691674764504
User_5191,00028,PA,"{'2010': 1162.206071280691, '2011': 1338.7246095089658, '2012': 1257.6446191257112, '2013': 1129.9412409318963, '2014': 1151.3316360812414, '2015': 1061.9033532946096, '2016': 1220.139581732431, '2017': 1146.6902294125239, '2018': 2400.4642185619164, '2019': 1739.6454549181176, '2020': 1652.1425327946383, '2021': 2162.7059874203396, '2022': 2651.896863177667}",42.51026262975286,-79.44131737329755,1162.206071280691,33.1,1338.7246095089658,40.1,1257.6446191257112,36.8,1129.9412409318963,34.1,1151.3316360812414,35.4,1061.9033532946096,43.9,1220.139581732431,36.9,1146.6902294125239,33.6,2400.4642185619164,35.1,1739.6454549181176,34.6,1652.1425327946383,38.4,2162.7059874203396,38.4,2651.896863177667,71.9,20075.43639824075,35,16,19469.756496030426,249.52575609426123,normal,1.0301701985548568
User_5351,00029,TX,"{'2010': 388.9023869218447, '2011': 500.7682173401134, '2012': 451.12088904870603, '2013': 481.6176334177183, '2014': 525.006801780656, '2015': 467.3044905820096, '2016': 483.7019059071325, '2017': 444.06610211710597, '2018': 380.07681794810327, '2019': 209.6264949780144, '2020': 208.21153688754322, '2021': 219.17941412133445, '2022': 275.44524918756014}",28.823708716565136,-99.14860076599638,388.9023869218447,52.9,500.7682173401134,51.5,451.12088904870603,55.0,481.6176334177183,48.8,525.006801780656,51.1,467.3044905820096,54.4,483.7019059071325,55.3,444.06610211710597,54.0,380.07681794810327,50.1,209.6264949780144,52.0,208.21153688754322,54.6,219.17941412133445,58.2,275.44524918756014,85.3,5035.027940237841,40,45,5053.438478256475,57.68310709746606,normal,0.9963435082710258
User_8823,00030,MA,"{'2010': 1129.5467132686176, '2011': 873.2190904549176, '2012': 789.3574918631807, '2013': 1003.7549986362804, '2014': 551.9358966527282, '2015': 568.4383829641239, '2016': 600.3621900936099, '2017': 779.7296884661044, '2018': 767.8470599806811, '2019': 687.4175461711206, '2020': 700.0208547415277, '2021': 775.3176893408643, '2022': 945.672086543461}",41.24179884629385,-73.32047129391312,1129.5467132686176,34.4,873.2190904549176,40.6,789.3574918631807,37.0,1003.7549986362804,34.1,551.9358966527282,36.8,568.4383829641239,43.2,600.3621900936099,36.6,779.7296884661044,33.4,767.8470599806811,35.0,687.4175461711206,34.0,700.0208547415277,38.9,775.3176893408643,38.4,945.672086543461,73.8,10172.619689177218,16,5,10240.528716334571,69.16504731870266,normal,0.9933243324500175
User_8124,00031,KS,"{'2010': 217.40177943659285, '2011': 233.05549193855705, '2012': 241.42133189543688, '2013': 254.1909369848933, '2014': 262.4911620645861, '2015': 273.82245495484136, '2016': 292.86715218274713, '2017': 269.5008576174418, '2018': 293.4027054787618, '2019': 271.2161408205242, '2020': 285.122833120425, '2021': 294.05569801208355, '2022': 389.2467873194627}",37.08447456142418,-98.28874687640896,217.40177943659285,38.0,233.05549193855705,38.4,241.42133189543688,40.6,254.1909369848933,35.2,262.4911620645861,36.6,273.82245495484136,42.0,292.86715218274713,39.8,269.5008576174418,39.4,293.4027054787618,36.2,271.2161408205242,38.4,285.122833120425,42.0,294.05569801208355,43.9,389.2467873194627,80.0,3577.7953318263544,13,17,3585.3235146616025,8.427661532630964,normal,0.997895859841875
User_2228,00032,CA,"{'2010': 479.2770358855937, '2011': 497.29154921880627, '2012': 480.9572260747786, '2013': 269.2830112693264, '2014': 265.88006083093006, '2015': 264.5850093307241, '2016': 261.7256406409285, '2017': 274.67030385389165, '2018': 274.2910807961359, '2019': 321.9549856684047, '2020': 271.6423239830279, '2021': 284.05415862763044, '2022': 636.11730622659}",34.6509371679535,-121.04717037216108,479.2770358855937,47.2,497.29154921880627,45.5,480.9572260747786,47.8,269.2830112693264,48.0,265.88006083093006,50.0,264.5850093307241,45.0,261.7256406409285,48.1,274.67030385389165,50.4,274.2910807961359,48.7,321.9549856684047,48.7,271.6423239830279,48.2,284.05415862763044,49.2,636.11730622659,77.9,4581.729692406768,3,18,4617.031103451062,37.26092078461637,normal,0.9922951781501211
User_8975,00033,SD,"{'2010': 395.5201726633747, '2011': 413.7276441537617, '2012': 472.59448486768406, '2013': 459.6719958251039, '2014': 417.39162908777456, '2015': 419.6877257324943, '2016': 433.70338410850303, '2017': 482.3742048011163, '2018': 454.42887346546746, '2019': 443.65576909131096, '2020': 445.7163660540794, '2021': 501.8658654974839, '2022': 592.2522544680892}",44.31353680792323,-97.99208212251304,395.5201726633747,24.9,413.7276441537617,30.6,472.59448486768406,28.2,459.6719958251039,22.8,417.39162908777456,24.9,419.6877257324943,30.4,433.70338410850303,28.7,482.3742048011163,28.2,454.42887346546746,27.3,443.65576909131096,27.2,445.7163660540794,33.4,501.8658654974839,31.4,592.2522544680892,73.9,5932.590369816244,38,9,5949.344030380365,25.20666771190079,normal,0.9971759957253478
